,Balansowanie drzewa BST,std_BST
0,0.007579901600000038,0.0004928771006838332
0,0.02369902029999995,0.0017520454255640313
0,0.03756393860000005,0.001076630333225428
0,0.05017337839999971,0.0012904529269334955
0,0.0611837962000001,0.0004286870528304397
0,0.07861421209999975,0.0023994049302326218
0,0.09136176339999942,0.002651755539836706
0,0.101676714500001,0.0014127319716559384
0,0.11427641149999986,0.0016013600455573366
0,0.12439803570000123,0.0008299261925758421
