,t_n_mean,t_n_std
0,0.004043006896972656,3.3555278489853716e-05
1,0.016093063354492187,0.00026958590419232456
2,0.03638482093811035,0.0013050348060398237
3,0.06431961059570312,0.001250642049908648
4,0.10026516914367675,0.001725063990359194
5,0.14220263957977294,0.0011009557163507034
6,0.19039978981018066,0.0016027378827247398
7,0.25009067058563234,0.0021173059620774345
8,0.31773600578308103,0.0034451875077249916
9,0.39151103496551515,0.006933442450446947
