,h_nei_0.1_mean,h_nei_0.1_std,h_nei_0.2_mean,h_nei_0.2_std,h_nei_0.3_mean,h_nei_0.3_std,h_nei_0.4_mean,h_nei_0.4_std,h_nei_0.5_mean,h_nei_0.5_std,h_nei_0.6_mean,h_nei_0.6_std,h_nei_0.7_mean,h_nei_0.7_std,h_nei_0.8_mean,h_nei_0.8_std,h_nei_0.9_mean,h_nei_0.9_std,h_nxts_0.1_mean,h_nxts_0.1_std
0,0.05535387992858887,0.0,0.002207040786743164,0.0,0.011803150177001953,0.0,0.002994537353515625,0.0,0.010570287704467773,0.0,0.002722501754760742,0.0,0.002119779586791992,0.0,0.0025353431701660156,0.0,0.0021452903747558594,0.0,0.012991189956665039,0.0
1,0.07443046569824219,0.0,4.492882966995239,0.0,0.0023429393768310547,0.0,0.0023221969604492188,0.0,0.002727508544921875,0.0,0.002466440200805664,0.0,0.0028836727142333984,0.0,0.0023484230041503906,0.0,0.002351045608520508,0.0,0.03618955612182617,0.0
2,0.14940953254699707,0.0,0.020478010177612305,0.0,0.012035369873046875,0.0,0.014941930770874023,0.0,0.010446310043334961,0.0,0.0027608871459960938,0.0,0.0025184154510498047,0.0,0.002641916275024414,0.0,0.003741025924682617,0.0,0.08184981346130371,0.0
3,0.307708740234375,0.0,0.005293130874633789,0.0,2.9215171337127686,0.0,0.03677225112915039,0.0,0.0027396678924560547,0.0,0.0026450157165527344,0.0,0.004454851150512695,0.0,0.003300905227661133,0.0,0.002716064453125,0.0,0.20972919464111328,0.0
4,1.1749200820922852,0.0,0.010233879089355469,0.0,0.03503727912902832,0.0,0.0032854080200195312,0.0,0.0028226375579833984,0.0,0.00482487678527832,0.0,0.0030105113983154297,0.0,0.002988576889038086,0.0,0.002859830856323242,0.0,0.3746461868286133,0.0
5,0.9351882934570312,0.0,0.11014842987060547,0.0,0.003000497817993164,0.0,0.043381452560424805,0.0,0.2122499942779541,0.0,2.433614730834961,0.0,0.0030374526977539062,0.0,0.0030112266540527344,0.0,0.003196239471435547,0.0,1.946105718612671,0.0
6,12.282061338424683,0.0,1341.8622777462006,0.0,0.007918596267700195,0.0,0.0056629180908203125,0.0,0.003262758255004883,0.0,0.0032269954681396484,0.0,0.0032515525817871094,0.0,0.003958940505981445,0.0,0.0031099319458007812,0.0,0.8021273612976074,0.0
7,46.45204758644104,0.0,0.005449771881103516,0.0,0.003338336944580078,0.0,0.003523588180541992,0.0,0.003669261932373047,0.0,0.003361225128173828,0.0,0.0034422874450683594,0.0,0.003455638885498047,0.0,0.0033736228942871094,0.0,3.2634429931640625,0.0
8,21.15683603286743,0.0,1.792318344116211,0.0,0.003539562225341797,0.0,0.022069931030273438,0.0,0.016750097274780273,0.0,0.004469633102416992,0.0,0.0036208629608154297,0.0,0.0035827159881591797,0.0,0.0038385391235351562,0.0,1.6505327224731445,0.0
9,0.0038025379180908203,0.0,2.468100070953369,0.0,0.003729581832885742,0.0,0.005913496017456055,0.0,0.003787994384765625,0.0,0.004128694534301758,0.0,0.003767728805541992,0.0,0.004220485687255859,0.0,0.0037336349487304688,0.0,332.30816769599915,0.0
