,k_g_mean,k_g_std
0,0.00512990951538086,0.0007973980304501239
1,0.019736337661743163,0.0003027120020024814
2,0.04400069713592529,0.002500200651858427
3,0.07584562301635742,0.0012670918231767884
4,0.11863677501678467,0.001921715123241218
5,0.17203097343444823,0.0042733665843823826
6,0.2301485300064087,0.000680071446044357
7,0.3121254205703735,0.004774098268481223
8,0.389272141456604,0.0030298056845299796
9,0.5021156311035156,0.020206940483311276
