,t_g_mean,t_g_std
0,0.007688832283020019,0.00012014825339191601
1,0.02956244945526123,0.0007242571306891454
2,0.0690753698348999,0.0009303886660417258
3,0.12000229358673095,0.0014880663409198027
4,0.18715124130249022,0.0016790802326392032
5,0.27070298194885256,0.007575626875158504
6,0.3635856151580811,0.00434761657948294
7,0.4738553285598755,0.003107993503560897
8,0.6086800575256348,0.009043644493941093
9,0.7569205522537231,0.014909210975140206
