,k_n_mean,k_n_std
0,0.004393386840820313,3.3051007173687845e-05
1,0.01812715530395508,0.0010988281597039986
2,0.04048399925231934,0.0007968747868252559
3,0.0692521333694458,0.0007913751959224503
4,0.1080021619796753,0.0009449324576099954
5,0.15768918991088868,0.002398024107858363
6,0.21169097423553468,0.0013429277489955412
7,0.27541701793670653,0.0008275872308135794
8,0.3522589683532715,0.0017925374487004978
9,0.4318809986114502,0.002050354346614742
