,algorytm dynamiczny_mean_1000,algorytm zachłanny_mean_1000,algorytm siłowy_mean_1000,algorytm dynamiczny_mean_2000,algorytm zachłanny_mean_2000,algorytm siłowy_mean_2000,algorytm dynamiczny_mean_3000,algorytm zachłanny_mean_3000,algorytm siłowy_mean_3000,algorytm dynamiczny_mean_4000,algorytm zachłanny_mean_4000,algorytm siłowy_mean_4000,algorytm dynamiczny_mean_5000,algorytm zachłanny_mean_5000,algorytm siłowy_mean_5000,algorytm dynamiczny_mean_6000,algorytm zachłanny_mean_6000,algorytm siłowy_mean_6000,algorytm dynamiczny_mean_7000,algorytm zachłanny_mean_7000,algorytm siłowy_mean_7000,algorytm dynamiczny_mean_8000,algorytm zachłanny_mean_8000,algorytm siłowy_mean_8000,algorytm dynamiczny_mean_9000,algorytm zachłanny_mean_9000,algorytm siłowy_mean_9000,algorytm dynamiczny_mean_10000,algorytm zachłanny_mean_10000,algorytm siłowy_mean_10000
0,0.009669621785481771,1.2636184692382812e-05,2.4394799868265786,0.01772316296895345,1.1603037516276041e-05,2.417733112970988,0.0273593266805013,1.1603037516276041e-05,2.4248828887939453,0.03534992535909017,1.2715657552083334e-05,2.4440499941507974,0.04381243387858073,1.1761983235677084e-05,2.4211618900299072,0.05279223124186198,1.1523564656575521e-05,2.4270573457082114,0.062034289042154946,1.1682510375976562e-05,2.428476651509603,0.06978750228881836,1.1364618937174479e-05,2.4530237515767417,0.07938671112060547,1.1364618937174479e-05,2.4180046717325845,0.08816758791605632,1.1205673217773438e-05,2.4261368910471597
